Contract_ID,Clause_Text,Category,Risk_Level,Verdict,Model_Accuracy,F1_Score,Confusion_Matrix
CONT_1160,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1161,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1162,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1163,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1164,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1165,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1166,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1167,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1168,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1169,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1170,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1171,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1172,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1173,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1174,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1175,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1176,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1177,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1178,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1179,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1180,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1181,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1182,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1183,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1184,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1185,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1186,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1187,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1188,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1189,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1190,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1191,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1192,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1193,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1194,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1195,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1196,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1197,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1198,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1199,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1200,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1201,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1202,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1203,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1204,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1205,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1206,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1207,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1208,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1209,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1210,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1211,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1212,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1213,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1214,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1215,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1216,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1217,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1218,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1219,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1220,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1221,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1222,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1223,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1224,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1225,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1226,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1227,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1228,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1229,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1230,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1231,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1232,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1233,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1234,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1235,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1236,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1237,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1238,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1239,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1240,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1241,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1242,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1243,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1244,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1245,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1246,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1247,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1248,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1249,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1250,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1251,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1252,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1253,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1254,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1255,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1256,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1257,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1258,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1259,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1260,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1261,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1262,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
